"score","message","prob"
"negative","about to take my second nap of the day. starting to question my life choices.",0.950282967200146
"negative","i know at least 6 girls in rlk who have hooked up with their sisters boyfriends/fwb",0.5593311758360303
"neutral","i just want more than 1.5 actual friends here",0.5418298326806692
"neutral","does anyone know what happened between mac and kappa sig?",0.9862158341187558
"negative","i hate when people complain that my taste in women is generic like i should feel guilty for wanting someone conventionally attractive rather than a girl with purple dreadlocks and morbid obesity",0.9603444759366188
"negative","when the guy youre kinda seeing tells you to go to a party and get laid.... the fuck??",0.9642262895174709
"positive","as this being my first semester at geneseo is there anyone that can relieve my stress about ecology?",0.5641569459172854
"positive","sitting in my room watching netflix alone because i have no friends here... i definitely shouldnt have transferred",0.7196670135275756
"neutral","crows are a bunch of fucking pussies",0.9119840213049268
"neutral","when my dog dies i want to cut off his lips and keep them. im sorry you want to what now?",0.9412255026385529
"negative","who wants to go to homecoming with me?",0.5282909930715934
"negative","sick of the bullshit you have to deal with in order to get into classes around this join.",0.6616922254180698
"negative","what happens in my bed stays in my bed. its because i dont wash my sheets.",0.955708554700206
"neutral","my boobs hurt and im bloated af but the preg test was negative.",0.9891374988394763
"negative","i just want to make out right now.",0.4795591047881086
"neutral","currently jerking it in one of the milne bathroom. first one to walk in on me wins a prize!!!",0.7567019330204439
"neutral","waiting for everyone in your room to go to sleep so you can poop in peace",0.9253787096056334
"neutral","is it at all possible to get a single room in a dorm w/o a medical reason?",0.8278166278166279
"neutral","to the girls in daga 420n can you please shut the fuck up. your high pitched voices make my ears bleed.",0.36126275812959874
"negative","do we have to know chapters 13 and 14 for the b law 1 test?",0.5443390964863357
"positive","dear people who shush people in hallways because youre trying to study try closing your freaking door",0.5508196721311476
"neutral","damn the houses on lima road use a lot of energy this time of year.",0.8708754529849323
"negative","what the hell is the point of putting an advisement hold on my account now? fall classes arent out yet. what do you want me to talk to my advisor about the weather?",0.7173988239363542
"neutral","having my dog live with me is the best thing ever.",0.49128469980632666
"positive","if you have an 8am i feel bad for you son i got 99 problems but they dont start till 1.",0.5998052580331061
"negative","i dont know how much more i can binge drink for but im going to keep trying",0.8106100628773346
"neutral","too all the dumbass basic ass girls at this school i really want to punch all of you",0.9891414534034019
"neutral","if you are eating and drinking junk all the time and not eating proper mealswhy would you complain that you are obese? damn you gonna stay unhealthy if you dont eat real food",0.8929553338186801
"positive","i like this girl so much but she has shoved me deep into the bowels of the friendzone and ive only know her for a semester",0.6478149100257069
"neutral","apo behavior on yik yak is actually deplorable. if other organizations acted like that they would be treated soooo much worse.",0.743002820568453
"negative","just saw a guy go to the bathroom with mouthwash and a toothbrush...he must be actually camping in the library",0.9705245688722132
"neutral","i wish i had friends that also felt like they got fucked by that orgo exam too...",0.8708943286791193
"neutral","anyone know where i can get some of that cream that makes your dick grow? i heard the hockey guys started it",0.9230566395949794
"positive","i gotta hand it to the union for being open til 2am. almost shit myself at a party ln",0.576725025746653
"negative","if you think for one second that im not going to be fucked up to watch the puppy bowl this weekend then you are just wrong",0.9700590066139282
"neutral","what do i need to get in hum 2 to graduate? c- or does it not matter?",0.8199500964046729
"positive","do you ever just want to give up on walking when your on your way to class?",0.7828243605481374
"negative","hes not dead its just 4 guys hitting a bong that thoight it would be a good idea to fuck with my fantasy",0.5579737572546051
"negative","whenever i dont want to do homework i take a shower and watch netflix at the same time",0.9642262895174709
"neutral","i want to fuck this guy soooo bad but im afraid shit will be weird after. what to do?",0.9689638707623747
"negative","i want to like geneseo but i cant let go of the nostalgic feeling of everything back home",0.8508229657677151
"positive","im in this weird place where i just got out of a pretty oppressive situation and part of me is relieved but part of me really misses it. tell me. do i find a new show on netflix??",0.9997526097861791
"negative","there is an alumni that lived in my apartment last year that doesnt know hes paying for our internet",0.5989199803632793
"neutral","college is like kindergarten: i have no idea what im doing and i want a nap",0.904782933623208
"positive","screw trying to get a dagree to make tons of money after college. i just never want to use 1 ply toilet paper again. that my friends is success",0.7621001143939096
"positive","i just want a girl to cuddle and smoke with",0.6942105440508595
"negative","shout out to the guy at the gym with the white shirt and dark blue sweatpants. youre perfect! <3",0.544850206460304
"negative","some times i feel as high as balls for no reason as all",0.5110712148414124
"positive","just got an email from cas telling me i dont spend enough and continued to provide me with a list of options to get my balance under control",0.6639411283728538
"neutral","i am always amazed when girls just give each other untrue compliments for no reason and im like wtf",0.9958256454546643
"neutral","if you dont like the song reflections you are a horrible person",0.9733720930232559
"neutral","i didnt do any work this break...cue the mental breakdowns",0.5114247311827956
"neutral","when you are trying really fast to put ur id back in your wallet after you ordered food and the person behind you shoves their food at you pushing yours out of the way. you are evil. evil.",0.9062912147398674
"positive","ever since i started soaking corks i have been the most popular girl in school.",0.5215366705471478
"positive","just in case no one told you today: good morning youre beautiful have a great day nice butt.",0.5641569459172854
"neutral","if you have a deviated septum dont fucking sing! your voice is fucking annoying!!",0.8451799200355398
"negative","i just wanna say if anyone is feeling like they dont matter tonight or that the world would be better without them you are wrong. you have so much to contribute to the world. please stay! ⭐️🌻💛",0.39096138044371403
"negative","not sure if ive eaten too much chocolate today or not enough",0.4925465838509317
"negative","how socially acceptable is it to go to the library in my pajamas and slippers?",0.5559817144798108
"positive","dont you hate when you get in bed and then your intestines decide to move your bowels",0.5677526457771321
"neutral","not being able to see peoples bestfriends on snapchat anymore is going to lead to a lot of low key sneaking around",0.9256969082615307
"neutral","call me shallow but 99% of the time i swipe left on tinder.",0.9891374988394763
"neutral","cant wait to stressturbate my way through the end of the semester",0.8662941115595572
"negative","didnt get a bid to chobani but wegmans greek yogurt is better anyways.",0.5110712148414124
"negative","how do i join apo? i got a bid to a fraternity but im not sure about it and want options if i dont take it",0.4201530612244898
"neutral","all i want to know is who is coming here next year from my school bc i want to know if i hate them",0.992173465043753
"negative","im going to be a stripper cuz all i can do is speak french you can be a french stripper",0.8696431509349989
"negative","sometimes i do things i dont want to just to prove i could be a contender",0.9998396655309152
"neutral","go to sleep hard wake up hard",0.9432737878235509
"negative","i did not consent to this finals. nor was i scantily clad so i dont see why youre doing this.",0.9705245688722132
"neutral","sunday night shits are the worst because you have to ration the toilet paper",0.8796467542075087
"neutral","sale in my dorm! pants are 100% off.",0.5739064856711915
"negative","please call this snow day soon so i dont feel guilty for opening this 40...",0.5443390964863357
"neutral","end of night. getting blazed and listening to skizzy red project",0.9873499837820305
"neutral","life is like a box of chocolates no one likes the dark ones.",0.9891374988394763
"positive","not wearing a bra today because fuck that. one of the few times im glad im small-chested.",0.6982866115549808
"negative","literally so bored. i cant join clubs cause in a few weeks i have to work a lot but right now i have no idea what to do with myself. ideas?",0.8351909907350376
"neutral","pls someone hit me up with a dub plsssssss",0.9848582891160864
"neutral","just saw the best description by far on tindr-looking for a man with a strong jawline so i have a place to sit",0.8999330916333421
"negative","the worst mood ive ever been in is when you know that you hurt someone but you cant do anything to fix it.",0.6418237615081105
"neutral","ladies:  when the cutoff tshirts come out spring semester which upper body muscle is gonna be most attractive to you?",0.9930600866006287
"negative","is it worth it for me to go to anatomy when i could be studying?",0.8906073588319904
"negative","i have a paper due tomorrow on a book i not only havent read but have no plan on reading. ive never been so indifferent about my denial. it should scare me.",0.7248062015503877
"negative","i forgave my ex because being angry all the time wasnt going to change anything",0.5443390964863357
"neutral","the fact that the community college back home got a peak and we didnt is upsetting. i go home some weekends mcc yik yak is garbage",0.9265153491607966
"negative","i should just drop out of school and become a drag queen.",0.4925465838509317
"negative","i hate having to wait to take my test. give me the f already mcknight",0.37067983289023926
"positive","im just going to give up all hope of getting any action in college",0.9956696273350822
"negative","im fucking sick of being treated like shit and always being the second option. fuck you all",0.5733681462140993
"negative","just realized that i dont know how to smile.",0.9968238310717862
"neutral","up this if you have gotten laid because youre a white guy and you met a girl with a fetish for white guys",0.8851109466338384
"neutral","i need some chicken wings right about now",0.9476340280508586
"neutral","hey hockey i want to un-tie you👋",0.9572327044025157
"neutral","geneseo cant breathe. well you should probably just take a nap and drink more water its most likely just a cold",0.9930600866006287
"neutral","when are they posting the bio 116 exam grades?",0.5332866152768045
"neutral","if you take my pulse right now itd feel just like a sledgehammer....theyre talking about while at the gym right??",0.9200923279841724
"neutral","so i was at work today and i started singing blank space but my headset was still on and the person at the drive thru just say there and listened until i realized it",0.995626495215311
"neutral","hi guys! where are the alcohol parties at tonight? totally looking to snort some pots! post your phone numbers!",0.9923713894503489
"neutral","i took an upper decker at one of the sorority houses last night",0.8281535063854303
"neutral","i can do it. i can make it through finals.",0.9862158341187558
"neutral","looking for a smoking buddy for tomorrow",0.5831417624521072
"negative","i hate every single thing about myself. i just dont want to exist everyone would benefit from me being invisible.",0.6105815061963775
"negative","i cant wait to go to college its going to be so much better than highschool..... annnnnnndddd it sucks just as much",0.6161266966247211
"neutral","while i dont want a long term relationship having a girl who likes to go on casual dates likes to cuddle and would share a pizza with me would be the best thing ever.",0.8133721275458702
"positive","i should be sleeping  but i am laying here waiting for someone to say something interesting. or for me to come up with something.",0.6391571553994733
"neutral","the boy next to me smells like a burrito",0.5506512301013023
"neutral","i am a girl and i have a major crush on a girl",0.894848850523751
"neutral","i added you on facebook... since when did that automatically mean i want to hook up with you... my god",0.9942869038810499
"negative","my goal is to be the kind of guy you would want in your life i really wish we were closer",0.4023988005997002
"neutral","i have an exam in five hours. i should probably study",0.49128469980632666
"neutral","do you get paid to be a tour guide?",0.8269664799799381
"neutral","i really want this pretty lesbian on campus to message me on fb(im a lesbian). if youre a lesbian message your lesbian fb friends because it might be me",0.9949012942868349
"negative","damn girl are you a prius? cus i cant tell if youre turned on or not.",0.5098918262278012
"negative","am i the only one in the library right now?",0.6771340377537696
"negative","professor: what inspired you to write this paper? me: the due date.",0.4925465838509317
"neutral","i need some guy to give me a good hard and rough fuck and spanking damn in so fucking horny 😍😍👅💦💦",0.882815340663146
"neutral","i still cant believe its been almost 6 months and im still the only one in my suite thats audibly farted... what the fuck",0.9884604221683154
"positive","as nice as it is to say grades dont define you in todays society they do.",0.9998242838068765
"neutral","put my copy of elf in one of those magic ill never forget where i put this places and now i cant find it...let the sadness ensue.",0.8181582264402759
"negative","chugged coffee around like 11/12 to get my paper done. paper is now done and i dont think ill be able to fall asleep.",0.9999219347349699
"neutral","sadly the mens bball team fell to oswego tonight but you can still support geneseo basketball by coming out and supporting the womens team while the compete for the championship! tmrw @ 4 schrader.",0.995626495215311
"neutral","can you girls give a single guy tips on how to get a gf?",0.8708266020463112
"negative","you know we go to suny geneseo. i think we can evacuate a building in the case of an emergency we dont need to practice.",0.5103568278788168
"negative","having a big dick on grindr is great now i just need the rest of the campus to wake up so i can fuck someone.",0.6600083229296713
"negative","if you didnt get a bid try not to be upset. i didnt get a bid last semester and later realized im glad i didnt. now i have a bid from a sorority i love. everything happens for a reason.",0.9946043472336455
"negative","i just want to go home wrap myself in a blanket and pet my dog. is that too much to ask?",0.9999990889894809
"negative","what do guys think of girls who have never had a boyfriend?",0.4925465838509317
"neutral","lol people r getting up and im still drunk",0.9848582891160864
"negative","i think im going to pack for break now instead of studying for my test tomorrow",0.5284789255950596
"negative","shoutout to all the students like me who are feeling overrun by the pre spring break course load. we will make it through. chin up.",0.6600083229296713
"negative","psa netflix isnt working when you try to search for a show 😭😭😭",0.9360369529476239
"neutral","fuck you to the people who cross right in front of oncoming traffic and act like its no big deal.",0.866742596810934
"positive","i dunno why people have a problem with slutty girls i dunno where i would be without them. i would probably have to find a girlfriend who would make me go shopping for shoes with her or something",0.8460965084346802
"neutral","am i the only one who likes to think the really vague geneseo crushes are about me?",0.862567299518277
"neutral","shoutout to the guy holding a disco ball in mias",0.9862158341187558
"neutral","shout out to boucher for that curve!",0.5831417624521072
"negative","what do i do if my s/o doesnt know how to understand my anxiety?",0.5282909930715937
"neutral","im sitting in one of the leathery corner chairs in starbucks. wearing light blue sweatshirt with pink written on it w/tiger stripes. have $400 extra on meal plan.",0.8697249735787843
"positive","it seems like my attitude every weekend is im going out but i really shouldnt",0.5215366705471478
"neutral","college is like a big pool party but no one is having fun and everyone is drowning",0.9223000269323997
"positive","attention girls: if you have neither a double chin or a large belly you are not fat",0.49695973705834023
"positive","we like to jump people we clearly outnumber because we have no integrity",0.48816936488169366
"neutral","when you have to choose between eating dinner and getting your homework done",0.9923379018860549
"negative","skipping my morning class to study for my midterm. i need to sleep.....",0.9165084075173096
"neutral","whenever you think you need to get your shit together just remember there are still geese flying south",0.9245535171911068
"neutral","relationship advice on yik yak always makes me laugh.",0.8422240913719067
"neutral","feeling personally victimized by accounting",0.643279797125951
"positive","i get told often that im really pretty funny intelligent and sweet. if its true then why have i never had a boyfriend? it seems like everyone else can find someone so easily",0.6984592809977991
"negative","i just realized that over the past two days all ive eaten is an apple a granola bar and some reeces pieces.  i dont know why that happened...",0.3928326525744611
"neutral","some men just want to watch the world burn.",0.921067332042306
"neutral","just lost my gf and really just want to fuck right now",0.6444951140065146
"neutral","anybody at this school into tuning their own car?",0.8930102040816327
"neutral","#justsquirrelythings when you hide all your nuts for winter but then it gets warm and you can find more &gt;&gt;&gt;&gt;",0.9927320163995527
"neutral","you know its bad when everyone youve ever seen at the statesmen are at milne",0.8166782400101003
"negative","the amount of times that i said my diet will start tomorrow is really awful. i need someone to just sit in my kitchen and fight me when i reach for something unhealthy.",0.7173988239363542
"negative","when youre so cold that you feel like youll never recover and be cold for the rest of your life",0.9705245688722132
"neutral","waiting for a text you know youre not gonna get&lt;&lt;&lt;&lt;",0.5114247311827956
"neutral","raise your hand if youre are on here because youre procrastinating🙋. now get back to work ya filthy animals.",0.9862046114043396
"neutral","two girls were just talking about how orgo2 is gonna be easier than orgo1. idiots.",0.9904823883510941
"neutral","i need someone to spend my money on",0.5571010248901903
"neutral","im going to ask out my dream girl today and im scared to death.",0.896014014128999
"negative","really wish i took my first semester of classes more seriously....this is rough",0.3559816590245936
"neutral","nobody gets me at this school",0.914388705316912
"neutral","i need a job and an apartment here like now. any word?",0.9722415795586528
"neutral","you know what really grinds my gears? when condiments are not evenly spread across my sandwich.",0.9188355245505769
"neutral","have a great monday everyone. one more day til freedom!",0.5292072322670375
"neutral","i just want my boyfriend to completely dominate me in bed and then cuddle me and kiss me while we fall asleep",0.5804127108095575
"neutral","the thing about meeting people in yikyak is that you dont know if youd be attracted to them or not",0.9252698004381117
"neutral","its hot as hell in my room what the actual fuck",0.5093708165997323
"neutral","never go to the statesman as an under on thursdays.",0.5114247311827956
"negative","what? me? procrastinate? i say as i procrastinate",0.8581104550191038
"neutral","browsing facebook on your phone while facebook is open on your computer right in front of you",0.9216892430278885
"neutral","does anyone else get emotionally attached to tabs theyve had open for a really long time??",0.991037229967826
"negative","do you ever feel like you do everything wrong and everyone secretly hates you? thats exactly how i feel and im about to pass out from a panic attack",0.42847108405525636
"neutral","not sure if i need a hug 20 shots of vodka or to punch someone in the face.",0.7487465991341695
"negative","i wanted to say it but no words come out. how do i tell my friends that im taking a leave this semester? i feel judged...",0.6684253246753247
"neutral","everyone hating on greek life makes me realize what a bunch of passive aggressive little bitches you all are.",0.5360167671665894
"neutral","people criticizing me for being superficial on tinder and i am like fucking of course i am superficial what am i gonna gauge their personality from their picture? duhhr",0.9949012942868349
"neutral","fuck it! im an adult and if i want a shower beer im going to have a shower beer!",0.9109820814206672
"negative","the fact that ive only ever orgasmed from masturbation makes me question my need for sex",0.5593311758360303
"negative","i hate the mini migraines that kamikaze attack me out of nowhere. theyre intense and fuck with my vision but usually go away in a few minutes. is that normal...?",0.698301329394387
"neutral","any girls want a quick 30 minutes of rough sex",0.5114247311827956
"neutral","i spent my entire class using the peek feature on yik yak to check out the yaks all over the country.",0.8803851919442092
"neutral","even more confuse about which sorority to join after tonight...everyone made me feel so welcome!",0.9904823883510941
"negative","is the best way to go about trying to have my first experience with a guy through grindr?",0.9815433250130291
"neutral","everyone drive safe!! see you all monday!!",0.5992125984251968
"negative","i think i speak for 99% of this campus when i say no one gives a shit about womens basketball",0.5751536920632727
"neutral","i really want to do well this semester.... but friends is on netflix",0.9891374988394763
"neutral","all clothes are reversible if you dont give a fuck",0.9736661192376732
"negative","so i had a really vivid dream where i changed genders. idk what i think but dream me loved it. what is this trying to say?",0.6684253246753247
"neutral","what i wouldnt give for a moderately attractive guy friend to hook up with right now",0.9894147852634597
"neutral","week 1: it doesnt matter what i get i have a great gpa & im graduating. just wna enjoy the semester.                           this week: fuck.i failing. i might not graduate. fucking shit",0.9860826486801006
"neutral","question. are there any spots in the library",0.9188355245505769
"neutral","when someone said ig meaning instagram i immediately thought immunoglobulins. i think its time to take a break from studying...",0.8863387229377911
"neutral","do what you want with the door to daga its your life and you have the power of your own free will",0.35150115473441107
"neutral","i know who i want to take me home tonight",0.8027009051513608
"negative","i dont fuck with you!",0.7288416860272154
"neutral","sitting alone in the dark listening to rock music is the best",0.8204851752021562
"neutral","so much work to do... yet i keep waiting someone in my room to give me a reason to not do any work",0.9676488568284632
"positive","not smart enough to land a good job not pretty enough to marry rich",0.5054151624548737
"neutral","i was so drunk last night--- i asked a girl to buy me a drink bc i said all i had was quarters. im sorry.",0.9997930508553345
"negative","reading shitty yaks over all of break has made me a shitty yakker",0.5110712148414124
"positive","so girls at the statesmen: how do you want us to approach you? slowly? quickly? ask first? just start grinding away? help a guy out here.",0.6478149100257069
"neutral","went to the chinese buffet stoned and i still cant move",0.49128469980632666
"neutral","i think i might have to pull a cato",0.755850766652182
"negative","i wanted to go to the hockey game soooo bad but im stuck at a required concert! whats the update on the game?",0.7749113255751404
"neutral","my head is full of snot and im going to drive to the store. i might hit you if your not in a crosswalk just saying....",0.9227894775916256
"neutral","rlk is the best sorority if youre a dude you can put zero effort into getting laid at their parties just drink some of the suspicious men-only punch",0.9957771107419237
"positive","all over campus not a creature was stirring not even a pledge. for they were all so hungover almost dead.",0.5885885885885886
"neutral","my first party at geneseo last night was awesome",0.5506512301013023
"positive","urban dictionary fuck boy -a person who is a weak ass pussy that aint bout shit",0.5366403607666291
"negative","if i get married i am getting matiching full-body pajamas for me and my wife",0.5443390964863357
"neutral","i heard cavallini banged a girl in a port-a-potty",0.5506512301013023
"negative","every time in my life has been weird in its own special way",0.5110712148414124
"positive","i just want a girl who likes weed the office and cuddling as much as i do.",0.6722028173231623
"positive","greek life is a supposition of bourgeois values onto the already dubious self-worth of the misguided.",0.5366403607666291
"neutral","to the gorgeous man who delivered pizza to starbucks you da real mvp!",0.9507172704949812
"neutral","when you find out you like the same guy as your friend. #awks",0.9992162011884266
"neutral","did anyone else see the drunk pack of aopis in letch tonight? those girls can hang.",0.991037229967826
"neutral","am i the only one who sees a lokai bracelet and thinks it looks like anal beads?",0.8988494043376438
"neutral","i went to lauderdale with trouble breathing they did nothing i asked what do i do if i become unable to breathe they said take the bus to the urgent care center wtf",0.922200678623364
"negative","why dont we have a broader selection of actual art classes. why do i have to fulfill an arts requirement with art history...",0.7507378027084162
"neutral","i dont know which cas worker started the trend of drawing smiley faces but it certainly does not go unappreciated:)",0.9250864164861154
"neutral","is it weird to ask for a girls phone number if youve never said a word to her?",0.3940963231486276
"neutral","i really want to go home.",0.6362876254180602
"neutral","does anyone know who the kid that was wearing a blue mets shirt at kellys last night is? is he gay?",0.9283060715275853
"neutral","any girl on south side wanna come cuddle",0.5571010248901903
"neutral","just gave that econ exam a stone cold stunner.  youtube that shit if you dont know what it is.",0.9777896762616364
"neutral","i want to have a girls night. wine and a movie. ladies who is down?? im dead serious lets get some pinot!!",0.9731007348261298
"negative","three more days until i have to go home and pretend like im doing great in school and being successful or something",0.9969077498618024
"negative","why i still bring books home on breaks idk. i guess it makes me feel a little but better inside",0.8494032295810906
"neutral","have a big dick too unattractive for women to sleep with me.  yay life.",0.43349473084591283
"neutral","i just want to kiss a girl.",0.5578266390310485
"neutral","im a girl and i still think puck sluts are gross",0.8628816716611323
"negative","is it weird that all the qualities i would use to describe the perfect girl also happen to be perfect descriptions of how i feel about wegmans?",0.6764356435643565
"negative","nothing worse than the fire alarm going off during sex",0.900341546718712
"neutral","wikipedia really need to update",0.9081145584725536
"neutral","the only open im going to tonight is in my room when i open netflix",0.9701052315844727
"neutral","i feel guilty every time i throw out food at letch but its hard not to when the chicken is bright red or you give me a plate 75% full of fried onions",0.922200678623364
"neutral","what if we all just see colors differently? theres no way to describe a color",0.9719984279819217
"negative","i dont want to go home to my family.",0.8984566857907439
"negative","shout out to everyone else in a failing long term relationship",0.8067213816173323
"neutral","wish i could lock my roommate out sometimes",0.5571010248901903
"neutral","we need to party with smac more!",0.5992125984251968
"negative","maybe it seemed like i finished my test quickly and confidently but no i just know when to quit",0.5989199803632793
"neutral","when you see people you went to high school with and hated and their total failures. makes me feel better about myself.",0.7419220055710306
"positive","if you feed me ill date you for the holidays so your family chills out about it.",0.5508196721311476
"negative","it sounds like everyone pretty much wants the same thing: cuddles netflix and some frisky time. how about we start fucking talking to each other in real life and unite some common interests?",0.9885466754517542
"negative","with this much snow and this many hills geneseo needs a ski lift.",0.5110712148414124
"negative","growing up all i wanted was to be a dragon i guess ill have to settle for puking fireball this weekend",0.6840409089414318
"neutral","so over moody friends and i have too much going for me to have to deal with girls who are miserable 24/7!",0.9548051254671649
"negative","i wish i was minkus right now so i could actually do well during finals. wheres feeny when you need him?",0.7573140451257693
"neutral","i just want some really passionate sex and then naked cuddles",0.7453476983349657
"positive","i was just recovering from cas food when bam its right in my face again",0.5215366705471478
"negative","the amount of times i think of ending it with you worries me. i think it could work but im emotionally unavailable",0.631981981981982
"neutral","dont want to leave my bed",0.6117363344051446
"neutral","shoutout to the girl with the face walking in the building 😍👅💦❤️🔥",0.9883116883116883
"neutral","only looking forward to sleeping so i can wakeup and eat a bagel",0.9060412085218439
"neutral","i want to take back my ex bf cuz im lonely but i know there is just no future there.",0.9734386756960121
"negative","the biggest turn on for me is when a guy smells good.",0.8280131264916468
"neutral","can the wifi work for one minute so i can watch netflix",0.9767299107142857
"positive","you ever see someone crushing on someone you know and you just wanna be like sweetie no i live with them believe me run fast and run far.",0.6639411283728538
"neutral","just saw my first crying studier of the year",0.5332866152768045
"neutral","is there such a thing as like a really light aderall pill?",0.4909677419354839
"neutral","night before my midterm and i still dont know what my textbook looks like. senior year man...",0.965665399844165
"neutral","i feel like i am in heaven floating on a cloud. i want to kiss the hot boy in humn and just listen to bon iver and eat ice cream",0.9921776898158542
"negative","with strang gone im actually psyched for microecon. weve learned so much more with the sub",0.5593311758360303
"neutral","im going to spend more time mentally preparing for this thanksgiving food child than i will about exams. this kid needs a name",0.9936347315162396
"neutral","am i the only one who would really like to see more guys wearing leggings/better fitting clothing? i do like what i see",0.9207724324847545
"neutral","anybody want to help me with this rstudio module?",0.5418298326806692
"neutral","akpsi is a pretty beneficial organization. i dont know why people enjoy hating on it.",0.6179455948030856
"negative","i really wish i had joined a real sorority apparently thats the only way to make friends and i need some supportive friends",0.6997391113854978
"negative","what sort of professor gives a 40 question multiple choice quiz with 5 minutes left of class? #fuckyou #ihaveotherclassestogetto",0.5989199803632793
"neutral","does anyone know where professor limas 4pm intd is being held tomorrow?",0.9883116883116883
"negative","to the hottest guy i helped getting snow for the snow ball fight last night!  youre such a good kisser",0.6215840666975452
"neutral","i feel the reason why i have a low meal balance has to do with the cas workers repeatedly swiping my card💡",0.9205645161290322
"neutral","i dont think you know the first thing about tomahawking anyone",0.49128469980632666
"neutral","please tell me theres some people still in bed",0.9848582891160864
"neutral","going to club soccer is like getting your period at prom.",0.49128469980632666
"neutral","i just want someone to have sex with when i want but im attracted to douchebags who wont even commit to that",0.8528203212551363
"neutral","i know i cant be the only one traumatized and shivering bc of that theater final...😟😰",0.9318025479459594
"positive","lin the mood to go down on a girl rn",0.5843920145190563
"negative","people in relationships pleasedo not cheat whether ur a guy or a girl just straight up dont cheat. bc finding out my gf cheated on me while away at school is the worst feeling in the world",0.7393939393939394
"neutral","when you find out that someone you literally hate has gonorrhea 😂😭",0.9990910927085438
"negative","woke up just to find out i sent 3 messages on grindr while i was thirsty last night. #cringe",0.39342147694292157
"neutral","i want to eat a girl out rn",0.9655066811664854
"negative","i hate the double standard whens a girl gonna come up to me and ask me to go on a date? i hate being treated like a piece of meat",0.698301329394387
"negative","i just want to be dominated. im such a sexual creature but im trying so hard to be good. its literally painful.",0.6431672413606659
"neutral","looting the ib was sick last night but now i have a box full of cds and multiple giant strobe lights that i have absolutely no use for",0.8392965273591017
"negative","they should change the name of humn 1 to paper bullshitting 1",0.4925465838509317
"neutral","i feel like i only wear sweatpants when im about to have sex or once im done. i think im going to start calling them sexpants",0.5496098083323062
"neutral","black ice never asked to be here",0.5910679611650486
"neutral","i am the literal definition of a walking hornball but i hate having sex.",0.6129517263598775
"neutral","there should be a residence hall for people who snore and if the school dares to trap you in there when you dont snore they give you a refund check no less than $1000 for the inconvenience.",0.9959703805751678
"negative","attention girls: your short skirts are so attractive it will be so sexy when i have to spend ten minutes defrosting you before sex",0.9790200811463201
"negative","blacks have time to protest because welfare collection is a job requiring few man hours",0.5443390964863357
"negative","gonna be so weird when i dont have roommates to just kick it with on days like today",0.5865384615384616
"neutral","when your best friend has a class with your crush #takemewithyouuuuuu",0.3515011547344111
"negative","you know this is going to be a stressful semester when youve missed the season premiere of scandal and you didnt realize that tomorrows the super bowl!",0.7194581308246828
"positive","ive decided to give up on my pursuit of orgo we were just never meant to be.",0.5508196721311476
"positive","i dont get why people are so against hazing. as long as it is not excessive hazing builds group solidarity and the hazee feels accomplished when he completes the hazing and gets into the group.",0.7103594080338267
"positive","so stressed because of these finals. need to go down on someone. any ladies up for fun?",0.7735993860322332
"neutral","sometimes i wish i knew who masturbates thinking of me because i know there must be someone out there.",0.6266036282504182
"neutral","dated this really awesome girl but broke it off because she is going abroad this semester and now i find myself comparing her to every other girl and they just dont live up to my high standards./rant",0.9573891021975328
"neutral","i work for cas and one of the chefs told me i couldnt pay her enough to eat the crap they serve us",0.8959658336699948
"neutral","i am so thirsty right now",0.6230045026606631
"negative","i am that guy that sits in a different seat in class halfway through the semester. and the sole reason is force people out of their comfort zone. youre in college you can find a new seat",0.7393939393939394
"positive","my anaconda dont want none unless you have an in depth knowledge of hum1 texts to share with me hun",0.5885885885885886
"neutral","like this if you have a candle-lit shrine to one of your professors that you masturbate shamefully often to",0.8941931957917748
"neutral","im secretly so freaky i need a guy whos up to par",0.9767299107142857
"neutral","weird how so much can change in a year. geneseo used to be my dream school and now i just wanna leave and never come back",0.9681333002358198
"neutral","cortland sees blue and black",0.657167530224525
"negative","to all the homies living on south side. i feel ya.  sincerely a north side brother",0.5733681462140993
"negative","so much work to do that i dont know where to start. so i think i wont.",0.7694487559742436
"negative","just when i thought i saw the grass it snowed me back in",0.5110712148414124
"neutral","im so ready for this semester to be over.",0.5332866152768045
"neutral","having no motivation in life is a scary thing",0.5506512301013023
"neutral","does anyone know the symbolic answers to numbers 6-9 on pogos general physics homework on capa",0.991037229967826
"positive","i havent had a crush like this in so long help 😁😩",0.9200855531790785
"neutral","i dont know if its the best idea to have two depressed people rooming together",0.864580792465186
"neutral","sometimes i just want to play in the snow okay?",0.6794164954921329
"negative","great to see the stizz renovate! i just think they should charge $3 instead of $5. this would encourage more unders to go",0.6418237615081105
"neutral","worship the pussy if youre smart",0.6268533772652388
"neutral","marshawn lynch: im just here so i dont get fined. nfl player or senior sorority girl?",0.9220955096222381
"neutral","im not going to sleep tonight.",0.9785084496693608
"neutral","pissed off freshman and offended white liberals are the most entertaining people on here",0.9228437168409883
"neutral","there are so many ugly people who are so much more famous than i am like its just not fair",0.9960319109153613
"neutral","long day just took a long hot shower and now im laying naked in my bed watching netflix with my heated blanket on...is this what heaven is like?",0.9947264040385828
"negative","i just want a boyfriend or just a hook up buddy. is that too much to ask for?",0.9847724977171978
"positive","leaving my old pictures on facebook so people can be like shit look how far shes come",0.5508196721311476
